#   strain  accessions  host    date
1	KSA-378	KJ713296	camel	2013-11
2	KSA-363	KJ713298	camel	2013-11
3	KSA-503	KJ713297	camel	2013-11
4	KSA-376	KJ713299	camel	2013-11
5	KSA-505	KJ713295	camel	2013-11
6	Jeddah-1	KF917527	camel	2013-11-08
7	NRCE-HKU205	KJ477102	camel	2013-11-15
8	KFU-HKU1	KJ650297	camel	2013-11-30
9	KFU-HKU13	KJ650295	camel	2013-12-30
10	Camel_Egypt_NRCE-HKU271		camel	2013-12-30
11	Camel_Egypt_NRCE-HKU270		camel	2013-12-30
12	KFU-HKU19Dam	KJ650296	camel	2013-12-30
13	Qatar_2_2014	KJ650098	camel	2014-02-16
14	UAE/D469-14	KU242424	camel	2014-03-04
15	UAE/D511-14	KU242423	camel	2014-03-12
16	Jeddah/F13A/2014	KT368824	camel	2014-05
17	UAE/D1164.10/2014	KP719928	camel	2014-06
18	UAE/D1339.2/2014	KP719931	camel	2014-06
19	UAE/D1164.11/2014	KP719929	camel	2014-06
20	UAE/D1164.9/2014	KP719927	camel	2014-06
21	UAE/D1209/2014	KP719933	camel	2014-06
22	UAE/D1164.14/2014	KP719930	camel	2014-06
23	UAE/D1243.12/2014	KP719932	camel	2014-06
24	D1164.1/14	KX108937	camel	2014-06-02
25	Riyadh/Ry23N/2014	KT368825	camel	2014-07
26	Riyadh/Ry84N/2014	KT368826	camel	2014-07
27	Jeddah/S93/2014	KT368855	camel	2014-09
28	Jeddah/401/2014	KT368827	camel	2014-09
29	Jeddah/S100/2014	KT368853	camel	2014-09
30	Jeddah/S99/2014	KT368857	camel	2014-09
31	Jeddah/S94/2014	KT368856	camel	2014-09
32	Jeddah/S73/2014	KT368854	camel	2014-09
33	Jeddah/O47b/2014	KT368852	camel	2014-10
34	Jeddah/O23b/2014	KT368849	camel	2014-10
35	Jeddah/O24/2014	KT368850	camel	2014-10
36	Jeddah/O30/2014	KT368851	camel	2014-10
37	Jeddah/N51/2014	KT368846	camel	2014-11
38	Jeddah/N68b/2014	KT368848	camel	2014-11
39	Jeddah/N62b/2014	KT368847	camel	2014-11
40	Jeddah/D40/2014	KT368834	camel	2014-12
41	Jeddah/D90/2014	KT368844	camel	2014-12
42	Jeddah/D88/2014	KT368843	camel	2014-12
43	Jeddah/D36/2014	KT368832	camel	2014-12
44	Jeddah/D35/2014	KT368831	camel	2014-12
45	Jeddah/D92/2014	KT368845	camel	2014-12
46	Jeddah/D49/2014	KT368841	camel	2014-12
47	Jeddah/D34/2014	KT368830	camel	2014-12
48	Jeddah/D33b/2014	KT368829	camel	2014-12
49	Jeddah/D42/2014	KT368835	camel	2014-12
50	Jeddah/D50b/2014	KT368842	camel	2014-12
51	Jeddah/D45/2014	KT368837	camel	2014-12
52	Jeddah/D46b/2014	KT368838	camel	2014-12
53	Jeddah/D43b/2014	KT368836	camel	2014-12
54	Jeddah/D100/2014	KT368828	camel	2014-12
55	Jeddah/D47/2014	KT368839	camel	2014-12
56	Jeddah/D38b/2014	KT368833	camel	2014-12
57	Jeddah/D48/2014	KT368840	camel	2014-12
58	D2597.2/14	KX108938	camel	2014-12-13
59	Egypt_NRCE-NC163/2014	KU740200	camel	2014-12-17
60	Jeddah/Jd7/2015	KT368861	camel	2015-01
61	Jeddah/Jd86/2015	KT368863	camel	2015-01
62	Jeddah/Jd90/2015	KT368865	camel	2015-01
63	Jeddah/Jd1b/2015	KT368858	camel	2015-01
64	Jeddah/Jd4/2015	KT368859	camel	2015-01
65	Jeddah/Jd85/2015	KT368862	camel	2015-01
66	Jeddah/Jd6b/2015	KT368860	camel	2015-01
67	Jeddah/Jd87/2015	KT368864	camel	2015-01
68	D252/15	KX108939	camel	2015-01-30
69	Jeddah/Jd199/2015	KT368867	camel	2015-02
70	Jeddah/Jd175/2015	KT368866	camel	2015-02
71	D374/15	KX108940	camel	2015-02-12
72	D383/15	KX108941	camel	2015-02-14
73	D389/15	KX108942	camel	2015-02-15
74	Riyadh/Ry63/2015	KT368876	camel	2015-03
75	Riyadh/Ry136/2015	KT368868	camel	2015-03
76	Riyadh/Ry178/2015	KT368874	camel	2015-03
77	Riyadh/Ry162/2015	KT368871	camel	2015-03
78	Riyadh/Ry86/2015	KT368879	camel	2015-03
79	Taif/T150/2015	KT368889	camel	2015-03
80	Riyadh/Ry137/2015	KT368869	camel	2015-03
81	Riyadh/Ry179/2015	KT368875	camel	2015-03
82	Riyadh/Ry177/2015	KT368873	camel	2015-03
83	Riyadh/Ry79/2015	KT368878	camel	2015-03
84	Riyadh/Ry173/2015	KT368872	camel	2015-03
85	Taif/T157b/2015	KT368890	camel	2015-03
86	Riyadh/Ry159b/2015	KT368870	camel	2015-03
87	Riyadh/Ry64/2015	KT368877	camel	2015-03
88	Taif/T3/2015	KT368880	camel	2015-04
89	Taif/T16/2015	KT368882	camel	2015-04
90	Taif/T22/2015	KT368883	camel	2015-04
91	Taif/T92/2015	KT368887	camel	2015-04
92	Taif/T7/2015	KT368881	camel	2015-04
93	Taif/T91b/2015	KT368886	camel	2015-04
94	Taif/T68/2015	KT368884	camel	2015-04
95	Taif/T89/2015	KT368885	camel	2015-04
96	Taif/T98/2015	KT368888	camel	2015-04
97	D998/15	KX108943	camel	2015-04-23
98	D1157/15	KX108944	camel	2015-05-12
99	D1189.1/15	KX108946	camel	2015-05-18
100	D1271/15	KX108945	camel	2015-05-29
101	Jordan-N3/2012	KC776174	human	2012-04-15
102	EMC/2012	JX869059	human	2012-06-13
103	England/1/2012	KC164505	human	2012-09-11
104	Riyadh_1_2012	KF600612	human	2012-10-23
105	Riyadh_2_2012	KF600652	human	2012-10-30
106	Riyadh_3_2013	KF600613	human	2013-02-05
